© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: Februar*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2016,"3,1","1,0","-9,4","-7,8","-12,1","0,6"
2017,"-3,7","-6,5","2,8","-2,1","6,7","-2,2"
2018,"3,7","9,2","8,8","14,6","4,9","12,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"107,5","108,4","145,6","147,6","135,5","118,1"
2011,"114,6","115,3","128,4","128,7","112,0","96,3"
2012,"115,9","114,5","160,3","158,1","138,2","122,2"
2013,"117,6","115,1","166,3","158,5","141,4","122,0"
2014,"115,4","108,2","140,9","126,0","122,1","103,1"
2015,"130,8","128,8","167,9","160,9","128,4","100,8"
2016,"134,9","130,1","152,2","148,4","112,8","101,5"
2017,"129,9","121,6","156,4","145,2","120,4","99,3"
2018,"134,7","132,8","170,1","166,3","126,3","111,5"
"103     Wolfsburg,Stadt          ",,,,,,
 ,,,,,,
2009,16008,13694,33873,26153,"2,1","34,9"
2010,17327,14427,33343,25495,"1,9","34,4"
2011,18175,15540,35716,29049,"2,0","36,3"
2012,18508,15622,38669,30803,"2,1","35,9"
2013,16606,14187,34735,28376,"2,1","33,2"
2014,19862,16564,33435,26876,"1,7","31,7"
2015,21949,17490,35977,28828,"1,6","29,7"
2016,23827,18772,38786,30275,"1,6","31,0"
2017,23743,17363,34839,26469,"1,5","28,4"
2018,25727,19985,40970,30783,"1,6","30,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,4","-2,0","-0,7","-1,0","7,2","0,6"
2010,"8,2","5,4","-1,6","-2,5","-9,1","-1,6"
2011,"4,9","7,7","7,1","13,9","2,1","5,6"
2012,"1,8","0,5","8,3","6,0","6,3","-1,0"
2013,"-10,3","-9,2","-10,2","-7,9","0,1","-7,7"
2014,"19,6","16,8","-3,7","-5,3","-19,5","-4,5"
2015,"10,5","5,6","7,6","7,3","-2,6","-6,1"
2016,"8,6","7,3","7,8","5,0","-0,7","4,1"
2017,"-0,4","-7,5","-10,2","-12,6","-9,9","-8,2"
2018,"8,4","15,1","17,6","16,3","8,5","7,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"108,2","105,4","98,4","97,5","90,9","98,4"
2011,"113,5","113,5","105,4","111,1","92,9","103,9"
2012,"115,6","114,1","114,2","117,8","98,7","102,8"
2013,"103,7","103,6","102,5","108,5","98,9","94,9"
2014,"124,1","121,0","98,7","102,8","79,6","90,7"
2015,"137,1","127,7","106,2","110,2","77,5","85,2"
2016,"148,8","137,1","114,5","115,8","76,9","88,7"
2017,"148,3","126,8","102,9","101,2","69,3","81,4"
2018,"160,7","145,9","121,0","117,7","75,3","87,2"
151     Gifhorn                  ,,,,,,
 ,,,,,,
2009,7010,6321,18425,14923,"2,6","15,3"
2010,7153,6524,17539,15538,"2,5","15,2"
2011,7978,7215,20321,17776,"2,5","19,1"
2012,9063,7884,24794,20460,"2,7","23,3"
2013,8806,7691,26603,21958,"3,0","27,6"
2014,9070,8104,25424,20316,"2,8","25,8"
2015,8221,7368,24043,19368,"2,9","24,2"
2016,8641,7848,24933,20800,"2,9","22,1"
2017,6768,6126,16750,14983,"2,5","15,8"
2018,8105,7426,18988,16781,"2,3","17,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,0","-5,3","-0,3","-6,9","4,9","-30,6"
2010,"2,0","3,2","-4,8","4,1","-6,7","-1,2"
2011,"11,5","10,6","15,9","14,4","3,9","26,2"
2012,"13,6","9,3","22,0","15,1","7,4","21,6"
2013,"-2,8","-2,4","7,3","7,3","10,4","18,5"
2014,"3,0","5,4","-4,4","-7,5","-7,2","-6,4"
2015,"-9,4","-9,1","-5,4","-4,7","4,3","-6,1"
2016,"5,1","6,5","3,7","7,4","-1,3","-8,9"
2017,"-21,7","-21,9","-32,8","-28,0","-14,2","-28,6"
2018,"19,8","21,2","13,4","12,0","-5,3","12,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,0","103,2","95,2","104,1","93,3","98,8"
2011,"113,8","114,1","110,3","119,1","96,9","124,6"
2012,"129,3","124,7","134,6","137,1","104,1","151,6"
2013,"125,6","121,7","144,4","147,1","114,9","179,7"
2014,"129,4","128,2","138,0","136,1","106,6","168,3"
2015,"117,3","116,6","130,5","129,8","111,3","158,0"
2016,"123,3","124,2","135,3","139,4","109,8","143,9"
2017,"96,5","96,9","90,9","100,4","94,2","102,8"
2018,"115,6","117,5","103,1","112,5","89,1","115,2"
153     Goslar                   ,,,,,,
 ,,,,,,
2009,57633,53000,192598,178058,"3,3","29,7"
2010,60090,54273,200683,181495,"3,3","29,6"
2011,47495,43732,158707,147077,"3,3","23,9"
2012,61883,57214,194647,178111,"3,1","28,8"
2013,57896,53244,199794,183736,"3,5","31,0"
2014,53730,49819,183124,169962,"3,4","29,3"
2015,64179,59330,205795,189635,"3,2","32,8"
2016,54090,50254,180854,168895,"3,3","28,1"
2017,57108,52068,181511,165404,"3,2","30,8"
2018,70332,64844,222018,205160,"3,2","36,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"15,1","16,0","10,8","10,9","-3,7","17,8"
2010,"4,3","2,4","4,2","1,9","-0,1","-0,2"
2011,"-21,0","-19,4","-20,9","-19,0","0,1","-19,2"
2012,"30,3","30,8","22,6","21,1","-5,9","20,4"
2013,"-6,4","-6,9","2,6","3,2","9,7","7,5"
2014,"-7,2","-6,4","-8,3","-7,5","-1,2","-5,4"
2015,"19,4","19,1","12,4","11,6","-5,9","12,1"
2016,"-15,7","-15,3","-12,1","-10,9","4,3","-14,5"
2017,"5,6","3,6","0,4","-2,1","-4,9","9,6"
2018,"23,2","24,5","22,3","24,0","-0,7","18,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,3","102,4","104,2","101,9","99,9","99,8"
2011,"82,4","82,5","82,4","82,6","100,0","80,7"
2012,"107,4","108,0","101,1","100,0","94,1","97,1"
2013,"100,5","100,5","103,7","103,2","103,3","104,4"
2014,"93,2","94,0","95,1","95,5","102,0","98,7"
2015,"111,4","111,9","106,9","106,5","96,0","110,6"
2016,"93,9","94,8","93,9","94,9","100,1","94,6"
2017,"99,1","98,2","94,2","92,9","95,1","103,6"
2018,"122,0","122,3","115,3","115,2","94,5","123,2"
154     Helmstedt                ,,,,,,
 ,,,,,,
2009,6531,5776,10133,9069,"1,6","18,5"
2010,6335,5653,10777,9505,"1,7","19,4"
2011,6524,5730,10627,9440,"1,6","19,5"
2012,7451,6480,11725,10224,"1,6","20,3"
2013,7003,6057,11108,9696,"1,6","20,0"
2014,6077,5244,9467,7977,"1,6","17,2"
2015,6494,5644,10420,8980,"1,6","21,5"
2016,6727,4734,11636,8068,"1,7","22,4"
2017,6154,5395,9754,8607,"1,6","18,6"
2018,6228,5627,10200,9114,"1,6","15,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-4,7","-8,5","-10,9","-14,8","-6,5","-12,5"
2010,"-3,0","-2,1","6,4","4,8","9,6","4,9"
2011,"3,0","1,4","-1,4","-0,7","-4,2","0,2"
2012,"14,2","13,1","10,3","8,3","-3,4","4,5"
2013,"-6,0","-6,5","-5,3","-5,2","0,8","-1,7"
2014,"-13,2","-13,4","-14,8","-17,7","-1,8","-14,2"
2015,"6,9","7,6","10,1","12,6","3,0","25,3"
2016,"3,6","-16,1","11,7","-10,2","7,8","4,0"
2017,"-8,5","14,0","-16,2","6,7","-8,4","-16,8"
2018,"1,2","4,3","4,6","5,9","3,3","-15,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"97,0","97,9","106,4","104,8","109,6","104,9"
2011,"99,9","99,2","104,9","104,1","105,0","105,1"
2012,"114,1","112,2","115,7","112,7","101,4","109,8"
2013,"107,2","104,9","109,6","106,9","102,2","108,0"
2014,"93,0","90,8","93,4","88,0","100,4","92,6"
2015,"99,4","97,7","102,8","99,0","103,4","116,0"
2016,"103,0","82,0","114,8","89,0","111,5","120,7"
2017,"94,2","93,4","96,3","94,9","102,2","100,4"
2018,"95,4","97,4","100,7","100,5","105,6","85,1"
155     Northeim                 ,,,,,,
 ,,,,,,
2009,9207,8531,30632,29632,"3,3","20,0"
2010,9453,8699,31460,30086,"3,3","20,2"
2011,9777,9185,31677,30722,"3,2","20,5"
2012,9356,8566,30590,29070,"3,3","19,9"
2013,8402,7870,28576,27691,"3,4","20,2"
2014,9301,8839,28356,27411,"3,0","21,6"
2015,8992,8361,27554,26214,"3,1","19,9"
2016,8106,7507,25625,24378,"3,2","19,9"
2017,8816,8123,26894,25684,"3,1","20,0"
2018,9444,8739,28933,27517,"3,1","20,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-1,4","-1,2","-0,2","1,0","1,3","-1,0"
2010,"2,7","2,0","2,7","1,5",-,"0,8"
2011,"3,4","5,6","0,7","2,1","-2,6","1,6"
2012,"-4,3","-6,7","-3,4","-5,4","0,9","-3,1"
2013,"-10,2","-8,1","-6,6","-4,7","4,0","1,4"
2014,"10,7","12,3","-0,8","-1,0","-10,4","7,2"
2015,"-3,3","-5,4","-2,8","-4,4","0,5","-7,8"
2016,"-9,9","-10,2","-7,0","-7,0","3,2",-
2017,"8,8","8,2","5,0","5,4","-3,5","0,4"
2018,"7,1","7,6","7,6","7,1","0,4","3,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,7","102,0","102,7","101,5","100,0","100,8"
2011,"106,2","107,7","103,4","103,7","97,4","102,4"
2012,"101,6","100,4","99,9","98,1","98,3","99,3"
2013,"91,3","92,3","93,3","93,4","102,2","100,6"
2014,"101,0","103,6","92,6","92,5","91,6","107,9"
2015,"97,7","98,0","90,0","88,5","92,1","99,5"
2016,"88,0","88,0","83,7","82,3","95,0","99,4"
2017,"95,8","95,2","87,8","86,7","91,7","99,8"
2018,"102,6","102,4","94,5","92,9","92,1","103,6"
157     Peine                    ,,,,,,
 ,,,,,,
2009,3092,2711,5515,4954,"1,8","26,1"
2010,3179,2794,7359,6295,"2,3","27,1"
2011,3901,3447,7433,6603,"1,9","26,3"
2012,3892,3435,7140,6483,"1,8","26,0"
2013,3662,3099,6337,5224,"1,7","24,7"
2014,3192,2756,5479,4590,"1,7","21,6"
2015,3772,3411,6595,5984,"1,7","26,6"
2016,2926,2657,4985,4494,"1,7","19,4"
2017,3095,2751,5777,4992,"1,9","21,7"
2018,3703,3255,6200,5566,"1,7","23,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-2,7","-1,8","-12,7","-10,5","-10,3","-4,7"
2010,"2,8","3,1","33,4","27,1","29,8","4,0"
2011,"22,7","23,4","1,0","4,9","-17,7","-2,9"
2012,"-0,2","-0,3","-3,9","-1,8","-3,7","-1,1"
2013,"-5,9","-9,8","-11,2","-19,4","-5,7","-4,9"
2014,"-12,8","-11,1","-13,5","-12,1","-0,8","-12,6"
2015,"18,2","23,8","20,4","30,4","1,9","23,0"
2016,"-22,4","-22,1","-24,4","-24,9","-2,6","-27,0"
2017,"5,8","3,5","15,9","11,1","9,6","11,7"
2018,"19,6","18,3","7,3","11,5","-10,3","9,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,8","103,1","133,4","127,1","129,8","104,0"
2011,"126,2","127,1","134,8","133,3","106,8","100,9"
2012,"125,9","126,7","129,5","130,9","102,9","99,8"
2013,"118,4","114,3","114,9","105,5","97,0","94,8"
2014,"103,2","101,7","99,3","92,7","96,2","82,8"
2015,"122,0","125,8","119,6","120,8","98,0","101,9"
2016,"94,6","98,0","90,4","90,7","95,5","74,4"
2017,"100,1","101,5","104,8","100,8","104,6","83,1"
2018,"119,8","120,1","112,4","112,4","93,9","90,6"
158     Wolfenbüttel             ,,,,,,
 ,,,,,,
2009,3042,2786,6567,5942,"2,2","29,1"
2010,3259,3033,7273,6770,"2,2","20,2"
2011,4063,3764,9299,8288,"2,3","23,5"
2012,4233,3944,11068,9942,"2,6","28,8"
2013,4059,3802,10733,9643,"2,6","28,2"
2014,3903,3629,9904,8932,"2,5","28,4"
2015,3872,3508,10832,9028,"2,8","27,4"
2016,3384,3101,8640,7308,"2,6","26,3"
2017,3020,2790,8582,7113,"2,8","28,7"
2018,3732,3562,9529,8580,"2,6","29,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,8","2,7","7,5","13,4","8,3","10,0"
2010,"7,1","8,9","10,8","13,9","3,4","-30,7"
2011,"24,7","24,1","27,9","22,4","2,6","16,6"
2012,"4,2","4,8","19,0","20,0","14,2","22,8"
2013,"-4,1","-3,6","-3,0","-3,0","1,1","-2,3"
2014,"-3,8","-4,6","-7,7","-7,4","-4,0","0,9"
2015,"-0,8","-3,3","9,4","1,1","10,2","-3,6"
2016,"-12,6","-11,6","-20,2","-19,1","-8,7","-3,8"
2017,"-10,8","-10,0","-0,7","-2,7","11,3","9,1"
2018,"23,6","27,7","11,0","20,6","-10,1","2,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"107,1","108,9","110,8","113,9","103,4","69,3"
2011,"133,6","135,1","141,6","139,5","106,0","80,8"
2012,"139,2","141,6","168,5","167,3","121,1","99,2"
2013,"133,4","136,5","163,4","162,3","122,5","96,9"
2014,"128,3","130,3","150,8","150,3","117,5","97,7"
2015,"127,3","125,9","164,9","151,9","129,6","94,2"
2016,"111,2","111,3","131,6","123,0","118,3","90,6"
2017,"99,3","100,1","130,7","119,7","131,6","98,8"
2018,"122,7","127,9","145,1","144,4","118,3","101,4"
159     Göttingen                ,,,,,,
 ,,,,,,
2009,38027,35259,96589,90098,"2,5","22,4"
2010,38152,34484,96164,87660,"2,5","23,1"
2011,36445,32733,84036,75846,"2,3","21,2"
2012,39258,35409,96084,86665,"2,4","21,4"
2013,37917,33985,93611,83927,"2,5","24,4"
2014,42911,37941,108997,95306,"2,5","27,0"
2015,44876,39578,117577,103348,"2,6","30,1"
2016,47281,41652,118911,104141,"2,5","29,3"
2017,47358,41883,117858,103940,"2,5","29,9"
2018,53115,47718,128731,114902,"2,4","33,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-4,1","0,1","3,2","5,1","7,6","9,5"
2010,"0,3","-2,2","-0,4","-2,7","-0,8","2,9"
2011,"-4,5","-5,1","-12,6","-13,5","-8,5","-8,3"
2012,"7,7","8,2","14,3","14,3","6,1","1,3"
2013,"-3,4","-4,0","-2,6","-3,2","0,9","14,0"
2014,"13,2","11,6","16,4","13,6","2,9","10,5"
2015,"4,6","4,3","7,9","8,4","3,1","11,4"
2016,"5,4","5,2","1,1","0,8","-4,0","-2,6"
2017,"0,2","0,6","-0,9","-0,2","-1,0","2,0"
2018,"12,2","13,9","9,2","10,5","-2,6","10,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"100,3","97,8","99,6","97,3","99,2","102,9"
2011,"95,8","92,8","87,0","84,2","90,8","94,3"
2012,"103,2","100,4","99,5","96,2","96,4","95,6"
2013,"99,7","96,4","96,9","93,2","97,2","109,0"
2014,"112,8","107,6","112,8","105,8","100,0","120,4"
2015,"118,0","112,2","121,7","114,7","103,2","134,1"
2016,"124,3","118,1","123,1","115,6","99,0","130,6"
2017,"124,5","118,8","122,0","115,4","98,0","133,2"
2018,"139,7","135,3","133,3","127,5","95,4","147,0"
2       Hannover                 ,,,,,,
 ,,,,,,
2009,176404,157283,409611,371135,"2,3","26,3"
2010,175255,156014,394664,359194,"2,3","24,8"
2011,191455,165767,425821,378261,"2,2","26,4"
2012,207535,183199,463245,417858,"2,2","27,4"
2013,191507,167069,432716,387016,"2,3","25,9"
2014,195994,172307,439974,394435,"2,2","26,7"
2015,204908,178954,453068,404574,"2,2","27,2"
2016,221159,192025,485796,430684,"2,2","29,1"
2017,207857,179891,459927,404872,"2,2","28,5"
2018,220171,190698,481521,423096,"2,2","30,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-4,1","-3,1","-4,2","-3,0","-0,1","-3,6"
2010,"-0,7","-0,8","-3,6","-3,2","-3,0","-5,5"
2011,"9,2","6,3","7,9","5,3","-1,2","6,5"
2012,"8,4","10,5","8,8","10,5","0,4","3,8"
2013,"-7,7","-8,8","-6,6","-7,4","1,2","-5,6"
2014,"2,3","3,1","1,7","1,9","-0,7","3,2"
2015,"4,5","3,9","3,0","2,6","-1,5","1,7"
2016,"7,9","7,3","7,2","6,5","-0,7","7,0"
2017,"-6,0","-6,3","-5,3","-6,0","0,7","-1,8"
2018,"5,9","6,0","4,7","4,5","-1,2","5,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"99,3","99,2","96,4","96,8","97,0","94,5"
2011,"108,5","105,4","104,0","101,9","95,8","100,6"
2012,"117,6","116,5","113,1","112,6","96,1","104,4"
2013,"108,6","106,2","105,6","104,3","97,3","98,5"
2014,"111,1","109,6","107,4","106,3","96,7","101,7"
2015,"116,2","113,8","110,6","109,0","95,2","103,4"
2016,"125,4","122,1","118,6","116,0","94,6","110,6"
2017,"117,8","114,4","112,3","109,1","95,3","108,6"
2018,"124,8","121,2","117,6","114,0","94,2","115,0"
"241     Hannover,Region          ",,,,,,
 ,,,,,,
2009,127285,112057,235253,204570,"1,8","28,7"
2010,125819,110423,221584,193123,"1,8","26,6"
2011,136512,115749,243181,207028,"1,8","28,6"
2012,148242,129073,264598,229869,"1,8","30,1"
2013,134378,114777,237147,201760,"1,8","28,0"
2014,136759,119245,239574,206460,"1,8","28,6"
2015,144242,124254,257525,220627,"1,8","30,4"
2016,154913,131997,275137,232891,"1,8","32,4"
2017,143792,121678,254365,211607,"1,8","31,0"
2018,155003,132313,276190,231884,"1,8","33,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-2,3","-1,0","-3,9","-1,9","-1,6","-5,2"
2010,"-1,2","-1,5","-5,8","-5,6","-4,7","-7,2"
2011,"8,5","4,8","9,7","7,2","1,2","7,6"
2012,"8,6","11,5","8,8","11,0","0,2","5,0"
2013,"-9,4","-11,1","-10,4","-12,2","-1,1","-6,8"
2014,"1,8","3,9","1,0","2,3","-0,7","2,1"
2015,"5,5","4,2","7,5","6,9","1,9","6,3"
2016,"7,4","6,2","6,8","5,6","-0,5","6,5"
2017,"-7,2","-7,8","-7,5","-9,1","-0,4","-4,2"
2018,"7,8","8,7","8,6","9,6","0,7","6,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"98,8","98,5","94,2","94,4","95,3","92,8"
2011,"107,2","103,3","103,4","101,2","96,4","99,8"
2012,"116,5","115,2","112,5","112,4","96,6","104,8"
2013,"105,6","102,4","100,8","98,6","95,5","97,7"
2014,"107,4","106,4","101,8","100,9","94,8","99,8"
2015,"113,3","110,9","109,5","107,8","96,6","106,0"
2016,"121,7","117,8","117,0","113,8","96,1","112,9"
2017,"113,0","108,6","108,1","103,4","95,7","108,1"
2018,"121,8","118,1","117,4","113,4","96,4","115,4"
"241001  Hannover,Landeshauptstadt",,,,,,
 ,,,,,,
2009,81472,71604,144383,122859,"1,8","38,0"
