© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2019.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: Januar*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2011,"116,8","119,9","146,8","159,3","125,7","101,1"
2012,"114,5","114,9","151,9","165,9","132,7","111,3"
2013,"128,6","128,5","190,3",201,148,"129,5"
2014,"111,3","108,4","141,4","143,9","127,1","96,1"
2015,"115,5",112,157,"154,5",136,"107,2"
2016,"115,1","110,1",142,"145,4","123,4","91,6"
2017,"131,4","127,2","161,8",167,"123,2","95,6"
2018,"139,4","136,2","165,6","170,9","118,7","101,2"
"103     Wolfsburg,Stadt          ",,,,,,
 ,,,,,,
2009,13056,10929,26723,20361,2,"25,6"
2010,14429,12201,28599,23022,2,"26,7"
2011,15450,12888,30266,24708,2,"27,8"
2012,16864,14683,36107,29854,"2,1","31,4"
2013,14776,12608,30664,25027,"2,1","26,4"
2014,16881,14364,30301,24601,"1,8","26,2"
2015,20784,17417,34513,28301,"1,7","25,8"
2016,19318,16185,32831,27003,"1,7","24,6"
2017,21618,17020,33967,27187,"1,6","25,5"
2018,24341,19494,39814,30556,"1,6","26,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-9,4","-9,9","-7,1","-12,4","2,6","-6,4"
2010,"10,5","11,6",7,"13,1","-3,2",4
2011,"7,1","5,6","5,8","7,3","-1,2","4,2"
2012,"9,2","13,9","19,3","20,8","9,3","12,8"
2013,"-12,4","-14,1","-15,1","-16,2","-3,1","-15,9"
2014,"14,2","13,9","-1,2","-1,7","-13,5","-0,7"
2015,"23,1","21,3","13,9",15,"-7,5","-1,4"
2016,"-7,1","-7,1","-4,9","-4,6","2,3","-4,7"
2017,"11,9","5,2","3,5","0,7","-7,5","3,5"
2018,"12,6","14,5","17,2","12,4","4,1","5,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"110,5","111,6",107,"113,1","96,8",104
2011,"118,3","117,9","113,3","121,3","95,7","108,4"
2012,"129,2","134,3","135,1","146,6","104,6","122,3"
2013,"113,2","115,4","114,7","122,9","101,4","102,9"
2014,"129,3","131,4","113,4","120,8","87,7","102,2"
2015,"159,2","159,4","129,2",139,"81,1","100,7"
2016,148,"148,1","122,9","132,6",83,96
2017,"165,6","155,7","127,1","133,5","76,8","99,3"
2018,"186,4","178,4",149,"150,1","79,9","104,4"
151     Gifhorn                  ,,,,,,
 ,,,,,,
2009,5410,4829,15721,12925,"2,9","12,9"
2010,4989,4388,15388,13164,"3,1","12,2"
2011,6408,5817,18424,16347,"2,9","15,7"
2012,9025,7806,23960,19727,"2,7","21,4"
2013,8571,7545,25153,20794,"2,9","23,8"
2014,8694,7670,25345,20707,"2,9","23,4"
2015,7795,6961,25038,20623,"3,2","23,4"
2016,6737,5981,21226,17262,"3,2","17,8"
2017,6237,5400,16824,14181,"2,7","14,3"
2018,7339,6626,18710,16684,"2,5","15,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-1,9","-3,6","6,3","-0,6","8,3","-23,5"
2010,"-7,8","-9,1","-2,1","1,8","6,1","-5,5"
2011,"28,4","32,6","19,7","24,2","-6,8","29,2"
2012,"40,8","34,2",30,"20,7","-7,7",36
2013,-5,"-3,3",5,"5,4","10,5","11,5"
2014,"1,4","1,7","0,8","-0,4","-0,7","-1,7"
2015,"-10,3","-9,2","-1,2","-0,4","10,2","-0,2"
2016,"-13,6","-14,1","-15,2","-16,3","-1,9","-24,1"
2017,"-7,4","-9,7","-20,7","-17,8","-14,4","-19,3"
2018,"17,7","22,7","11,2","17,7","-5,5","10,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"92,2","90,9","97,9","101,8","106,1","94,5"
2011,"118,4","120,5","117,2","126,5","98,9","122,1"
2012,"166,8","161,6","152,4","152,6","91,4",166
2013,"158,4","156,2",160,"160,9",101,"185,1"
2014,"160,7","158,8","161,2","160,2","100,3",182
2015,"144,1","144,1","159,3","159,6","110,5","181,7"
2016,"124,5","123,9",135,"133,6","108,4","137,9"
2017,"115,3","111,8",107,"109,7","92,8","111,3"
2018,"135,7","137,2",119,"129,1","87,7","122,8"
153     Goslar                   ,,,,,,
 ,,,,,,
2009,54475,52337,171661,166597,"3,2","23,8"
2010,58299,55896,181481,175581,"3,1","24,1"
2011,51191,49279,174116,168397,"3,4","23,9"
2012,52502,50513,172385,166589,"3,3","23,8"
2013,47728,45929,154718,149872,"3,2","21,9"
2014,47051,45495,151571,147247,"3,2","21,6"
2015,49859,48348,153281,149659,"3,1","22,2"
2016,54376,52977,173937,170136,"3,2","25,1"
2017,62991,61119,194041,189157,"3,1","29,8"
2018,58347,55765,179011,172531,"3,1","26,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"11,4","12,1","4,5","4,8","-6,2","7,6"
2010,7,"6,8","5,7","5,4","-1,2","1,3"
2011,"-12,2","-11,8","-4,1","-4,1","9,3",-1
2012,"2,6","2,5",-1,"-1,1","-3,5","-0,2"
2013,"-9,1","-9,1","-10,2",-10,"-1,3","-8,2"
2014,"-1,4","-0,9",-2,"-1,8","-0,6","-1,3"
2015,6,"6,3","1,1","1,6","-4,6","2,5"
2016,"9,1","9,6","13,5","13,7",4,"13,2"
2017,"15,8","15,4","11,6","11,2","-3,7","18,7"
2018,"-7,4","-8,8","-7,7","-8,8","-0,4","-11,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,107,"106,8","105,7","105,4","98,8","101,3"
2011,94,"94,2","101,4","101,1","107,9","100,3"
2012,"96,4","96,5","100,4",100,"104,2","100,1"
2013,"87,6","87,8","90,1",90,"102,9","91,9"
2014,"86,4","86,9","88,3","88,4","102,2","90,8"
2015,"91,5","92,4","89,3","89,8","97,6",93
2016,"99,8","101,2","101,3","102,1","101,5","105,2"
2017,"115,6","116,8",113,"113,5","97,8","124,9"
2018,"107,1","106,5","104,3","103,6","97,4",110
154     Helmstedt                ,,,,,,
 ,,,,,,
2009,5152,4440,8770,7660,"1,7","14,6"
2010,5517,4836,9978,8474,"1,8","16,3"
2011,5562,4543,9278,7791,"1,7","15,4"
2012,6126,5398,9938,8755,"1,6","16,3"
2013,6235,5158,10672,8937,"1,7","17,3"
2014,5793,4902,9728,8275,"1,7",16
2015,5353,4395,9272,7621,"1,7","17,4"
2016,5382,4024,9246,6907,"1,7","16,9"
2017,5203,4435,9023,7838,"1,7","15,8"
2018,5558,4722,9686,8289,"1,7","13,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,2","-6,8","1,9",-4,"2,1","-2,9"
2010,"7,1","8,9","13,8","10,6","6,2",12
2011,"0,8","-6,1",-7,"-8,1","-7,8","-5,9"
2012,"10,1","18,8","7,1","12,4","-2,7",6
2013,"1,8","-4,4","7,4","2,1","5,5","6,5"
2014,"-7,1",-5,"-8,8","-7,4","-1,9","-7,8"
2015,"-7,6","-10,3","-4,7","-7,9","3,1","8,7"
2016,"0,5","-8,4","-0,3","-9,4","-0,8","-2,9"
2017,"-3,3","10,2","-2,4","13,5","0,9","-6,5"
2018,"6,8","6,5","7,3","5,8","0,5","-13,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"107,1","108,9","113,8","110,6","106,2",112
2011,108,"102,3","105,8","101,7",98,"105,5"
2012,"118,9","121,6","113,3","114,3","95,3","111,8"
2013,121,"116,2","121,7","116,7","100,6",119
2014,"112,4","110,4","110,9",108,"98,6","109,7"
2015,"103,9",99,"105,7","99,5","101,8","119,2"
2016,"104,5","90,6","105,4","90,2","100,9","115,7"
2017,101,"99,9","102,9","102,3","101,9","108,1"
2018,"107,9","106,4","110,4","108,2","102,4","93,2"
155     Northeim                 ,,,,,,
 ,,,,,,
2009,7951,7467,29191,28408,"3,7","17,2"
2010,8411,7883,31759,30574,"3,8","18,7"
2011,7993,7564,27329,26552,"3,4","16,3"
2012,8148,7682,27748,26728,"3,4","17,7"
2013,8051,7571,27315,26415,"3,4","17,4"
2014,8188,7792,26731,26071,"3,3",19
2015,8053,7526,25065,24082,"3,1","16,9"
2016,6998,6579,22919,22188,"3,3","17,2"
2017,7750,7322,24689,23888,"3,2",16
2018,8784,8202,26575,24771,3,"17,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"10,6","10,9","10,8","12,4","0,2","-0,3"
2010,"5,8","5,6","8,8","7,6","2,8","8,7"
2011,-5,-4,"-13,9","-13,2","-9,4","-12,9"
2012,"1,9","1,6","1,5","0,7","-0,4","8,7"
2013,"-1,2","-1,4","-1,6","-1,2","-0,4","-1,9"
2014,"1,7","2,9","-2,1","-1,3","-3,8","9,5"
2015,"-1,6","-3,4","-6,2","-7,6","-4,7","-11,3"
2016,"-13,1","-12,6","-8,6","-7,9","5,2","2,1"
2017,"10,7","11,3","7,7","7,7","-2,7","-7,4"
2018,"13,3",12,"7,6","3,7",-5,"8,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"105,8","105,6","108,8","107,6","102,8","108,7"
2011,"100,5","101,3","93,6","93,5","93,1","94,6"
2012,"102,5","102,9","95,1","94,1","92,8","102,9"
2013,"101,3","101,4","93,6",93,"92,4","100,9"
2014,103,"104,4","91,6","91,8","88,9","110,4"
2015,"101,3","100,8","85,9","84,8","84,8",98
2016,88,"88,1","78,5","78,1","89,2",100
2017,"97,5","98,1","84,6","84,1","86,8","92,7"
2018,"110,5","109,8",91,"87,2","82,4","100,9"
157     Peine                    ,,,,,,
 ,,,,,,
2009,3086,2612,6285,5328,2,"26,4"
2010,2839,2340,6533,5266,"2,3","21,2"
2011,3383,2980,6771,5829,2,"21,2"
2012,3593,3166,6859,6200,"1,9","23,2"
2013,3613,3044,6385,5624,"1,8","22,4"
2014,3194,2759,5665,4836,"1,8","20,8"
2015,3866,3534,6781,6148,"1,8","26,2"
2016,2809,2377,5036,4301,"1,8","18,5"
2017,3191,2826,5567,4801,"1,7","20,6"
2018,4008,3536,6977,6081,"1,7","23,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"20,2","25,6",16,"27,9","-3,5",8
2010,-8,"-10,4","3,9","-1,2",13,"-19,4"
2011,"19,2","27,4","3,6","10,7",-13,"-0,3"
2012,"6,2","6,2","1,3","6,4","-4,6","9,7"
2013,"0,6","-3,9","-6,9","-9,3","-7,4","-3,8"
2014,"-11,6","-9,4","-11,3",-14,"0,4","-7,1"
2015,21,"28,1","19,7","27,1","-1,1","26,2"
2016,"-27,3","-32,7","-25,7",-30,"2,2","-29,3"
2017,"13,6","18,9","10,5","11,6","-2,7","10,8"
2018,"25,6","25,1","25,3","26,7","-0,2",15
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,92,"89,6","103,9","98,8",113,"80,6"
2011,"109,6","114,1","107,7","109,4","98,3","80,3"
2012,"116,4","121,2","109,1","116,4","93,7","88,1"
2013,"117,1","116,5","101,6","105,6","86,8","84,8"
2014,"103,5","105,6","90,1","90,8","87,1","78,8"
2015,"125,3","135,3","107,9","115,4","86,1","99,5"
2016,91,91,"80,1","80,7",88,"70,3"
2017,"103,4","108,2","88,6","90,1","85,7",78
2018,"129,9","135,4",111,"114,1","85,5","89,7"
158     Wolfenbüttel             ,,,,,,
 ,,,,,,
2009,2166,1895,4903,4245,"2,3","19,8"
2010,2560,2318,6038,5465,"2,4","17,5"
2011,2658,2502,6400,5757,"2,4","14,7"
2012,3820,3535,8476,7451,"2,2","20,7"
2013,3609,3347,8296,7367,"2,3","19,7"
2014,3210,2966,7516,6600,"2,3",21
2015,3409,3136,8482,7098,"2,5",20
2016,2779,2545,6784,5660,"2,4","19,2"
2017,2483,2251,6751,5443,"2,7","22,9"
2018,3020,2827,7894,6748,"2,6","22,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-19,4","-21,4","-9,9","-11,6","11,7",-10
2010,"18,2","22,3","23,1","28,7","4,2","-11,6"
2011,"3,8","7,9",6,"5,3","2,1","-16,2"
2012,"43,7","41,3","32,4","29,4","-7,8",41
2013,"-5,5","-5,3","-2,1","-1,1","3,6","-5,2"
2014,"-11,1","-11,4","-9,4","-10,4","1,9","6,7"
2015,"6,2","5,7","12,9","7,5","6,3","-4,9"
2016,"-18,5","-18,8",-20,"-20,3","-1,9","-3,8"
2017,"-10,7","-11,6","-0,5","-3,8","11,4","19,5"
2018,"21,6","25,6","16,9",24,"-3,9","-3,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"118,2","122,3","123,1","128,7","104,2","88,4"
2011,"122,7",132,"130,5","135,6","106,4","74,2"
2012,"176,4","186,5","172,9","175,5",98,"104,6"
2013,"166,6","176,6","169,2","173,5","101,5","99,1"
2014,"148,2","156,5","153,3","155,5","103,4","105,8"
2015,"157,4","165,5",173,"167,2","109,9","100,6"
2016,"128,3","134,3","138,4","133,3","107,8","96,7"
2017,"114,6","118,8","137,7","128,2","120,1","115,6"
2018,"139,4","149,2",161,159,"115,5","111,2"
159     Göttingen                ,,,,,,
 ,,,,,,
2009,34100,32014,84825,80676,"2,5",18
2010,32905,30812,89549,85458,"2,7","19,4"
2011,32290,30000,82911,78157,"2,6","18,9"
2012,33662,31141,89358,83257,"2,7","18,7"
2013,33167,30611,84724,78351,"2,6","20,1"
2014,37129,34089,94039,85825,"2,5","21,1"
2015,37737,34669,95359,87888,"2,5","22,4"
2016,41748,38551,109919,101591,"2,6","25,9"
2017,44780,41305,111370,102858,"2,5","25,8"
2018,44356,40559,108125,98416,"2,4","24,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,8","5,1","-3,2","-1,6","-5,8","0,6"
2010,"-3,5","-3,8","5,6","5,9","9,4","8,1"
2011,"-1,9","-2,6","-7,4","-8,5","-5,6","-2,8"
2012,"4,2","3,8","7,8","6,5","3,4","-0,9"
2013,"-1,5","-1,7","-5,2","-5,9","-3,8","7,7"
2014,"11,9","11,4",11,"9,5","-0,8","4,9"
2015,"1,6","1,7","1,4","2,4","-0,2","5,9"
2016,"10,6","11,2","15,3","15,6","4,2","15,9"
2017,"7,3","7,1","1,3","1,2","-5,5","-0,5"
2018,"-0,9","-1,8","-2,9","-4,3",-2,"-3,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"96,5","96,2","105,6","105,9","109,4","108,1"
2011,"94,7","93,7","97,7","96,9","103,2","105,1"
2012,"98,7","97,3","105,3","103,2","106,7","104,1"
2013,"97,3","95,6","99,9","97,1","102,7","112,2"
2014,"108,9","106,5","110,9","106,4","101,8","117,7"
2015,"110,7","108,3","112,4","108,9","101,6","124,6"
2016,"122,4","120,4","129,6","125,9","105,8","144,3"
2017,"131,3",129,"131,3","127,5",100,"143,7"
2018,"130,1","126,7","127,5",122,98,138
2       Hannover                 ,,,,,,
 ,,,,,,
2009,157940,130485,386079,322782,"2,4","22,5"
2010,163795,134414,387515,324367,"2,4","22,3"
2011,178186,144693,412435,340617,"2,3","23,1"
2012,191316,156494,446314,370836,"2,3","24,9"
2013,187565,152137,437689,361079,"2,3","23,8"
2014,192443,154975,452443,372786,"2,4","24,8"
2015,187651,152003,432040,356162,"2,3","24,2"
2016,197474,157619,453867,367883,"2,3","25,8"
2017,202038,162971,459506,373426,"2,3","26,1"
2018,220190,179276,491878,400691,"2,2","27,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-3,1","-0,7","-3,9","-1,7","-0,9","-9,4"
2010,"3,7",3,"0,4","0,5","-3,2","-0,8"
2011,"8,8","7,6","6,4",5,"-2,2","3,4"
2012,"7,4","8,2","8,2","8,9","0,8","7,6"
2013,-2,"-2,8","-1,9","-2,6",-,"-4,1"
2014,"2,6","1,9","3,4","3,2","0,8","4,1"
2015,"-2,5","-1,9","-4,5","-4,5","-2,1","-2,5"
2016,"5,2","3,7","5,1","3,3","-0,2","6,7"
2017,"2,3","3,4","1,2","1,5",-1,"1,1"
2018,9,10,7,"7,3","-1,8","5,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"103,7",103,"100,4","100,5","96,8","99,2"
2011,"112,8","110,9","106,8","105,5","94,7","102,6"
2012,"121,1","119,9","115,6","114,9","95,4","110,4"
2013,"118,8","116,6","113,4","111,9","95,5","105,9"
2014,"121,8","118,8","117,2","115,5","96,2","110,2"
2015,"118,8","116,5","111,9","110,3","94,2","107,4"
2016,125,"120,8","117,6",114,94,"114,7"
2017,"127,9","124,9",119,"115,7",93,"115,9"
2018,"139,4","137,4","127,4","124,1","91,4","122,3"
"241     Hannover,Region          ",,,,,,
 ,,,,,,
2009,114190,90939,220450,166353,"1,9","24,4"
2010,119288,94396,225444,170662,"1,9","24,4"
2011,129315,100082,244722,181967,"1,9","25,9"
2012,137772,108029,258713,194371,"1,9","27,5"
2013,134704,104457,253631,187916,"1,9","27,2"
2014,134054,102977,258482,191802,"1,9","27,6"
2015,132241,102092,251307,186327,"1,9","27,7"
2016,139482,105587,263863,190609,"1,9","29,6"
2017,143987,111228,266706,194350,"1,9","29,6"
2018,158860,124716,294648,218829,"1,9","30,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-2,5","0,7","-5,4","-1,4","-2,9","-10,9"
2010,"4,5","3,8","2,3","2,6","-2,1","-0,3"
2011,"8,4",6,"8,6","6,6","0,1","6,4"
2012,"6,5","7,9","5,7","6,8","-0,8","6,3"
2013,"-2,2","-3,3",-2,"-3,3","0,3","-1,1"
2014,"-0,5","-1,4","1,9","2,1","2,4","1,4"
2015,"-1,4","-0,9","-2,8","-2,9","-1,4","0,2"
2016,"5,5","3,4",5,"2,3","-0,5","6,9"
2017,"3,2","5,3","1,1",2,"-2,1","0,1"
2018,"10,3","12,1","10,5","12,6","0,1","3,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"104,5","103,8","102,3","102,6","97,9","99,7"
2011,"113,2","110,1",111,"109,4",98,"106,1"
2012,"120,7","118,8","117,4","116,8","97,3","112,7"
2013,118,"114,9","115,1",113,"97,5","111,5"
2014,"117,4","113,2","117,3","115,3","99,9","113,2"
2015,"115,8","112,3",114,112,"98,4","113,4"
2016,"122,1","116,1","119,7","114,6",98,"121,2"
2017,"126,1","122,3",121,"116,8","95,9","121,2"
2018,"139,1","137,1","133,7","131,5","96,1","125,9"
"241001  Hannover,Landeshauptstadt",,,,,,
 ,,,,,,
2009,71364,56085,130996,94588,"1,8","31,1"
2010,73609,57856,134150,97671,"1,8","32,6"
2011,81735,62647,146833,104554,"1,8","34,8"
2012,86837,68171,155233,113588,"1,8","36,6"
2013,86801,65883,155191,109493,"1,8","36,5"
2014,84830,65145,153203,109666,"1,8","37,5"
2015,84941,64625,151240,107347,"1,8","36,4"
2016,91517,68736,162156,112161,"1,8","39,5"
2017,93892,72673,164359,117198,"1,8","39,1"
2018,102395,80038,178179,128220,"1,7",41
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,5","-3,3","-9,8","-6,4","-4,6","-13,6"
2010,"3,1","3,2","2,4","3,3","-0,7",5
2011,11,"8,3","9,5",7,"-1,4","6,6"
2012,"6,2","8,8","5,7","8,6","-0,5","5,2"
2013,-,"-3,4",-,"-3,6",-,"-0,3"
2014,"-2,3","-1,1","-1,3","0,2",1,"2,8"
2015,"0,1","-0,8","-1,3","-2,1","-1,4","-2,9"
2016,"7,7","6,4","7,2","4,5","-0,5","8,5"
