© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: März*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2017,"23,2","19,1","14,1","8,2","-7,4","4,7"
2018,"-19,0","-17,2","-9,9","-10,7","11,3","-4,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"117,3","113,3","149,7","164,0","127,6","115,5"
2011,"117,3","117,2","139,2","156,2","118,6","101,8"
2012,"127,7","127,3","166,6","182,9","130,5","129,0"
2013,"102,0","100,8","162,6","178,2","159,3","120,0"
2014,"116,1","108,7","144,4","149,5","124,3","104,0"
2015,"125,4","124,3","160,2","173,3","127,8","94,0"
2016,"121,8","120,6","143,7","160,6","118,0","96,7"
2017,"150,0","143,7","163,9","173,8","109,3","101,3"
2018,"121,4","119,0","147,7","155,2","121,6","96,6"
"103     Wolfsburg,Stadt          ",,,,,,
 ,,,,,,
2009,18079,15049,36186,27593,"2,0","33,6"
2010,20569,17189,41264,31930,"2,0","38,4"
2011,20312,16926,41164,32405,"2,0","37,5"
2012,21358,18302,43458,35483,"2,0","37,6"
2013,19501,16222,40533,30432,"2,1","35,0"
2014,23831,19463,40801,32609,"1,7","34,9"
2015,28402,22082,45761,35787,"1,6","34,4"
2016,25245,19649,42007,32523,"1,7","31,3"
2017,26330,19761,41332,30765,"1,6","30,5"
2018,28894,22316,47590,35249,"1,6","32,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,7","6,6","7,8","7,7","4,0","5,4"
2010,"13,8","14,2","14,0","15,7","0,2","14,4"
2011,"-1,2","-1,5","-0,2","1,5","1,0","-2,3"
2012,"5,1","8,1","5,6","9,5","0,4","0,2"
2013,"-8,7","-11,4","-6,7","-14,2","2,2","-6,9"
2014,"22,2","20,0","0,7","7,2","-17,6","-0,2"
2015,"19,2","13,5","12,2","9,7","-5,9","-1,6"
2016,"-11,1","-11,0","-8,2","-9,1","3,3","-8,8"
2017,"4,3","0,6","-1,6","-5,4","-5,7","-2,8"
2018,"9,7","12,9","15,1","14,6","4,9","5,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"113,8","114,2","114,0","115,7","100,2","114,4"
2011,"112,4","112,5","113,8","117,4","101,3","111,8"
2012,"118,1","121,6","120,1","128,6","101,7","112,0"
2013,"107,9","107,8","112,0","110,3","103,8","104,3"
2014,"131,8","129,3","112,8","118,2","85,5","104,0"
2015,"157,1","146,7","126,5","129,7","80,5","102,4"
2016,"139,6","130,6","116,1","117,9","83,1","93,4"
2017,"145,6","131,3","114,2","111,5","78,4","90,7"
2018,"159,8","148,3","131,5","127,7","82,3","95,2"
151     Gifhorn                  ,,,,,,
 ,,,,,,
2009,9015,8231,25458,21466,"2,8","18,6"
2010,9798,8714,23300,19511,"2,4","21,0"
2011,10033,8855,27298,23263,"2,7","22,2"
2012,11182,9720,32294,27527,"2,9","27,5"
2013,10627,9456,33717,28057,"3,2","30,7"
2014,11308,10123,30448,25422,"2,7","27,6"
2015,10732,9305,30118,24347,"2,8","26,8"
2016,9139,8040,27455,22404,"3,0","22,1"
2017,9086,8173,22503,19845,"2,5","19,0"
2018,9299,8351,24319,21209,"2,6","20,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"6,7","10,3","5,0","6,8","-1,6","-30,4"
2010,"8,7","5,9","-8,5","-9,1","-15,8","12,7"
2011,"2,4","1,6","17,2","19,2","14,4","5,7"
2012,"11,5","9,8","18,3","18,3","6,1","23,7"
2013,"-5,0","-2,7","4,4","1,9","9,9","11,8"
2014,"6,4","7,1","-9,7","-9,4","-15,1","-10,2"
2015,"-5,1","-8,1","-1,1","-4,2","4,2","-2,6"
2016,"-14,8","-13,6","-8,8","-8,0","7,0","-17,9"
2017,"-0,6","1,7","-18,0","-11,4","-17,6","-13,8"
2018,"2,3","2,2","8,1","6,9","5,6","6,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"108,7","105,9","91,5","90,9","84,2","112,7"
2011,"111,3","107,6","107,2","108,4","96,3","119,2"
2012,"124,0","118,1","126,9","128,2","102,3","147,4"
2013,"117,9","114,9","132,4","130,7","112,4","164,8"
2014,"125,4","123,0","119,6","118,4","95,3","148,0"
2015,"119,0","113,0","118,3","113,4","99,4","144,2"
2016,"101,4","97,7","107,8","104,4","106,4","118,4"
2017,"100,8","99,3","88,4","92,4","87,7","102,1"
2018,"103,2","101,5","95,5","98,8","92,6","109,1"
153     Goslar                   ,,,,,,
 ,,,,,,
2009,37638,34835,120495,114346,"3,2","16,9"
2010,39240,35749,126989,118503,"3,2","17,3"
2011,39788,36154,122933,113294,"3,1","16,8"
2012,43189,40110,138670,131168,"3,2","19,4"
2013,49658,45994,165682,155526,"3,3","23,8"
2014,41514,38690,134170,125985,"3,2","19,3"
2015,45046,42269,144323,138023,"3,2","21,0"
2016,52582,49487,173431,164960,"3,3","24,9"
2017,43943,41385,141554,134098,"3,2","21,9"
2018,55548,52018,179894,170161,"3,2","27,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-18,7","-16,7","-23,4","-21,3","-5,7","-20,6"
2010,"4,3","2,6","5,4","3,6","1,1","2,1"
2011,"1,4","1,1","-3,2","-4,4","-4,5","-2,7"
2012,"8,5","10,9","12,8","15,8","3,9","15,6"
2013,"15,0","14,7","19,5","18,6","3,9","22,7"
2014,"-16,4","-15,9","-19,0","-19,0","-3,1","-19,1"
2015,"8,5","9,3","7,6","9,6","-0,9","8,7"
2016,"16,7","17,1","20,2","19,5","2,9","18,6"
2017,"-16,4","-16,4","-18,4","-18,7","-2,3","-12,0"
2018,"26,4","25,7","27,1","26,9","0,5","23,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,3","102,6","105,4","103,6","101,1","102,1"
2011,"105,7","103,8","102,0","99,1","96,5","99,4"
2012,"114,7","115,1","115,1","114,7","100,3","114,8"
2013,"131,9","132,0","137,5","136,0","104,2","140,9"
2014,"110,3","111,1","111,3","110,2","101,0","114,0"
2015,"119,7","121,3","119,8","120,7","100,1","123,9"
2016,"139,7","142,1","143,9","144,3","103,0","146,8"
2017,"116,8","118,8","117,5","117,3","100,6","129,2"
2018,"147,6","149,3","149,3","148,8","101,2","159,8"
154     Helmstedt                ,,,,,,
 ,,,,,,
2009,7790,6346,12964,10860,"1,7","21,4"
2010,7860,6545,13108,11018,"1,7","19,2"
2011,8158,6774,13377,11091,"1,6","22,2"
2012,8341,7003,12986,10667,"1,6","21,1"
2013,8075,6878,13089,11153,"1,6","21,3"
2014,7901,6444,12902,10605,"1,6","21,2"
2015,8058,6662,13088,10981,"1,6","24,4"
2016,7709,5432,13502,9698,"1,8","24,3"
2017,7517,6419,13480,11461,"1,8","23,3"
2018,6316,5528,11664,9915,"1,8","16,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"16,0","11,4","9,6","6,6","-5,5","3,7"
2010,"0,9","3,1","1,1","1,5","0,2","-10,0"
2011,"3,8","3,5","2,1","0,7","-1,7","15,7"
2012,"2,2","3,4","-2,9","-3,8","-5,1","-5,0"
2013,"-3,2","-1,8","0,8","4,6","4,1","0,9"
2014,"-2,2","-6,3","-1,4","-4,9","0,7","-0,6"
2015,"2,0","3,4","1,4","3,5","-0,5","15,3"
2016,"-4,3","-18,5","3,2","-11,7","7,8","-0,6"
2017,"-2,5","18,2","-0,2","18,2","2,4","-4,1"
2018,"-16,0","-13,9","-13,5","-13,5","3,0","-29,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"100,9","103,1","101,1","101,5","100,2","90,0"
2011,"104,7","106,7","103,2","102,1","98,5","104,0"
2012,"107,1","110,4","100,2","98,2","93,6","98,8"
2013,"103,7","108,4","101,0","102,7","97,4","99,7"
2014,"101,4","101,5","99,5","97,7","98,1","99,1"
2015,"103,4","105,0","101,0","101,1","97,6","114,3"
2016,"99,0","85,6","104,1","89,3","105,2","113,5"
2017,"96,5","101,2","104,0","105,5","107,8","108,9"
2018,"81,1","87,1","90,0","91,3","111,0","76,8"
155     Northeim                 ,,,,,,
 ,,,,,,
2009,11420,10741,37840,36661,"3,3","22,4"
2010,11664,10925,37906,36691,"3,2","21,5"
2011,11434,10798,37510,36195,"3,3","21,0"
2012,11648,10980,39266,38108,"3,4","24,2"
2013,10068,9331,35682,34452,"3,5","22,6"
2014,11378,10750,35350,33653,"3,1","24,3"
2015,11034,10349,34541,33165,"3,1","22,7"
2016,10005,9301,32571,31338,"3,3","23,1"
2017,11027,10345,34600,33253,"3,1","21,8"
2018,10827,10158,34548,33107,"3,2","22,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"8,4","10,6","-6,5","-5,9","-13,7","-9,7"
2010,"2,1","1,7","0,2","0,1","-1,9","-4,0"
2011,"-2,0","-1,2","-1,0","-1,4","0,9","-2,2"
2012,"1,9","1,7","4,7","5,3","2,8","15,4"
2013,"-13,6","-15,0","-9,1","-9,6","5,1","-6,8"
2014,"13,0","15,2","-0,9","-2,3","-12,3","7,3"
2015,"-3,0","-3,7","-2,3","-1,5","0,8","-6,4"
2016,"-9,3","-10,1","-5,7","-5,5","4,0","1,9"
2017,"10,2","11,2","6,2","6,1","-3,6","-5,6"
2018,"-1,8","-1,8","-0,2","-0,4","1,7","1,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,1","101,7","100,2","100,1","98,1","96,0"
2011,"100,1","100,5","99,1","98,7","99,0","93,9"
2012,"102,0","102,2","103,8","103,9","101,7","108,3"
2013,"88,2","86,9","94,3","94,0","107,0","100,9"
2014,"99,6","100,1","93,4","91,8","93,8","108,3"
2015,"96,6","96,4","91,3","90,5","94,5","101,3"
2016,"87,6","86,6","86,1","85,5","98,2","103,3"
2017,"96,6","96,3","91,4","90,7","94,7","97,6"
2018,"94,8","94,6","91,3","90,3","96,3","99,1"
157     Peine                    ,,,,,,
 ,,,,,,
2009,3409,2903,6356,5420,"1,9","26,8"
2010,4272,3621,9397,7934,"2,2","31,0"
2011,4266,3653,8670,7609,"2,0","27,7"
2012,5043,4333,9646,8209,"1,9","33,0"
2013,4365,3657,8209,6738,"1,9","28,0"
2014,4507,3843,7907,6730,"1,8","27,8"
2015,4326,3719,8275,7130,"1,9","30,1"
2016,3776,3214,7328,6116,"1,9","26,5"
2017,4381,3645,8180,6723,"1,9","27,8"
2018,4258,3801,7379,6637,"1,7","25,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,9","11,3","-3,1","4,3","-6,8","-0,7"
2010,"25,3","24,7","47,8","46,4","18,0","15,6"
2011,"-0,1","0,9","-7,7","-4,1","-7,6","-10,5"
2012,"18,2","18,6","11,3","7,9","-5,9","18,9"
2013,"-13,4","-15,6","-14,9","-17,9","-1,7","-15,0"
2014,"3,3","5,1","-3,7","-0,1","-6,7","-0,6"
2015,"-4,0","-3,2","4,7","5,9","9,0","8,3"
2016,"-12,7","-13,6","-11,4","-14,2","1,5","-12,2"
2017,"16,0","13,4","11,6","9,9","-3,8","5,2"
2018,"-2,8","4,3","-9,8","-1,3","-7,2","-8,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"125,3","124,7","147,8","146,4","118,0","115,6"
2011,"125,1","125,8","136,4","140,4","109,0","103,4"
2012,"147,9","149,3","151,8","151,5","102,6","123,0"
2013,"128,0","126,0","129,2","124,3","100,9","104,6"
2014,"132,2","132,4","124,4","124,2","94,1","103,9"
2015,"126,9","128,1","130,2","131,5","102,6","112,5"
2016,"110,8","110,7","115,3","112,8","104,1","98,8"
2017,"128,5","125,6","128,7","124,0","100,1","103,9"
2018,"124,9","130,9","116,1","122,5","92,9","95,0"
158     Wolfenbüttel             ,,,,,,
 ,,,,,,
2009,3373,3050,6989,6357,"2,1","28,9"
2010,4006,3725,9488,8985,"2,4","23,8"
2011,4082,3754,10458,9054,"2,6","23,8"
2012,4293,4021,11885,10641,"2,8","29,0"
2013,3967,3543,11726,9542,"3,0","27,7"
2014,4720,4365,12247,10874,"2,6","29,1"
2015,4309,3949,11377,10009,"2,6","25,8"
2016,3178,2883,9453,7900,"3,0","26,6"
2017,3835,3580,10476,8699,"2,7","31,7"
2018,3384,3197,9202,8169,"2,7","25,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"9,3","13,8","12,7","19,2","3,1","17,7"
2010,"18,8","22,1","35,8","41,3","14,3","-17,8"
2011,"1,9","0,8","10,2","0,8","8,2","0,3"
2012,"5,2","7,1","13,6","17,5","8,1","21,5"
2013,"-7,6","-11,9","-1,3","-10,3","6,8","-4,2"
2014,"19,0","23,2","4,4","14,0","-12,2","4,9"
2015,"-8,7","-9,5","-7,1","-8,0","1,8","-11,4"
2016,"-26,2","-27,0","-16,9","-21,1","12,7","3,2"
2017,"20,7","24,2","10,8","10,1","-8,2","19,1"
2018,"-11,8","-10,7","-12,2","-6,1","-0,5","-19,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"118,8","122,1","135,8","141,3","114,3","82,2"
2011,"121,0","123,1","149,6","142,4","123,6","82,4"
2012,"127,3","131,8","170,1","167,4","133,6","100,1"
2013,"117,6","116,2","167,8","150,1","142,7","95,9"
2014,"139,9","143,1","175,2","171,1","125,2","100,5"
2015,"127,7","129,5","162,8","157,4","127,4","89,0"
2016,"94,2","94,5","135,3","124,3","143,6","91,9"
2017,"113,7","117,4","149,9","136,8","131,8","109,5"
2018,"100,3","104,8","131,7","128,5","131,2","88,5"
159     Göttingen                ,,,,,,
 ,,,,,,
2009,42731,39301,99137,91158,"2,3","20,2"
2010,41237,37451,97775,90187,"2,4","20,7"
2011,42504,38498,99372,90394,"2,3","21,3"
2012,44862,41564,106765,98432,"2,4","21,4"
2013,43625,39529,110460,100865,"2,5","24,8"
2014,44561,40355,105847,94497,"2,4","23,5"
2015,47483,42817,116640,105453,"2,5","26,6"
2016,52150,47732,139408,127793,"2,7","30,4"
2017,55645,50568,127235,114825,"2,3","28,3"
2018,53393,48487,130322,118481,"2,4","29,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,4","9,0","-5,6","-6,1","-12,1","-5,0"
2010,"-3,5","-4,7","-1,4","-1,1","2,2","2,7"
2011,"3,1","2,8","1,6","0,2","-1,4","3,0"
2012,"5,5","8,0","7,4","8,9","1,8","0,4"
2013,"-2,8","-4,9","3,5","2,5","6,4","15,6"
2014,"2,1","2,1","-4,2","-6,3","-6,2","-5,0"
2015,"6,6","6,1","10,2","11,6","3,4","13,2"
2016,"9,8","11,5","19,5","21,2","8,8","13,9"
2017,"6,7","5,9","-8,7","-10,1","-14,5","-6,8"
2018,"-4,0","-4,1","2,4","3,2","6,7","3,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"96,5","95,3","98,6","98,9","102,2","102,7"
2011,"99,5","98,0","100,2","99,2","100,8","105,8"
2012,"105,0","105,8","107,7","108,0","102,6","106,3"
2013,"102,1","100,6","111,4","110,6","109,1","122,9"
2014,"104,3","102,7","106,8","103,7","102,4","116,7"
2015,"111,1","108,9","117,7","115,7","105,9","132,2"
2016,"122,0","121,5","140,6","140,2","115,2","150,6"
2017,"130,2","128,7","128,3","126,0","98,6","140,3"
2018,"125,0","123,4","131,5","130,0","105,2","145,2"
2       Hannover                 ,,,,,,
 ,,,,,,
2009,202578,171540,481665,415064,"2,4","27,6"
2010,223628,191617,514641,451209,"2,3","28,7"
2011,224121,191239,524287,455586,"2,3","28,5"
2012,245854,209171,562972,486838,"2,3","30,8"
2013,221485,186746,533721,461449,"2,4","28,4"
2014,245178,208608,561763,485542,"2,3","30,1"
2015,250660,212283,577801,498045,"2,3","30,5"
2016,231455,195730,556147,480975,"2,4","30,2"
2017,265508,225531,599353,513009,"2,3","32,4"
2018,231419,204071,519037,465760,"2,2","28,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"17,6","21,2","7,6","9,4","-8,5","5,6"
2010,"10,4","11,7","6,8","8,7","-3,2","3,9"
2011,"0,2","-0,2","1,9","1,0","1,7","-0,6"
2012,"9,7","9,4","7,4","6,9","-2,1","7,8"
2013,"-9,9","-10,7","-5,2","-5,2","5,2","-7,6"
2014,"10,7","11,7","5,3","5,2","-4,9","5,9"
2015,"2,2","1,8","2,9","2,6","0,6","1,2"
2016,"-7,7","-7,8","-3,7","-3,4","4,2","-1,0"
2017,"14,7","15,2","7,8","6,7","-6,1","7,3"
2018,"-12,8","-9,5","-13,4","-9,2","-0,6","-11,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"110,4","111,7","106,8","108,7","96,8","103,9"
2011,"110,6","111,5","108,8","109,8","98,4","103,3"
2012,"121,4","121,9","116,9","117,3","96,3","111,4"
2013,"109,3","108,9","110,8","111,2","101,3","102,9"
2014,"121,0","121,6","116,6","117,0","96,4","109,0"
2015,"123,7","123,8","120,0","120,0","96,9","110,3"
2016,"114,3","114,1","115,5","115,9","101,1","109,2"
2017,"131,1","131,5","124,4","123,6","94,9","117,1"
2018,"114,2","119,0","107,8","112,2","94,3","103,5"
"241     Hannover,Region          ",,,,,,
 ,,,,,,
2009,140624,115601,266298,212022,"1,9","29,1"
2010,158210,132894,294609,244264,"1,9","31,5"
2011,155421,129093,297449,243426,"1,9","31,0"
2012,171664,142676,321521,262195,"1,9","34,0"
2013,149894,122597,289733,234280,"1,9","30,9"
2014,168842,139538,316674,257259,"1,9","33,7"
2015,172998,142084,331163,267233,"1,9","34,9"
2016,154545,125990,306807,247356,"2,0","33,7"
2017,181040,149373,338416,270900,"1,9","36,2"
2018,158144,136669,282517,242392,"1,8","30,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"22,0","27,4","12,2","16,7","-8,0","9,4"
2010,"12,5","15,0","10,6","15,2","-1,7","8,5"
2011,"-1,8","-2,9","1,0","-0,3","2,8","-1,7"
2012,"10,5","10,5","8,1","7,7","-2,1","9,7"
2013,"-12,7","-14,1","-9,9","-10,6","3,2","-9,2"
2014,"12,6","13,8","9,3","9,8","-3,0","9,2"
2015,"2,5","1,8","4,6","3,9","2,1","3,4"
2016,"-10,7","-11,3","-7,4","-7,4","3,7","-3,2"
2017,"17,1","18,6","10,3","9,5","-5,8","7,3"
2018,"-12,6","-8,5","-16,5","-10,5","-4,4","-15,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"112,5","115,0","110,6","115,2","98,3","108,5"
2011,"110,5","111,7","111,7","114,8","101,1","106,6"
2012,"122,1","123,4","120,7","123,7","98,9","117,0"
2013,"106,6","106,1","108,8","110,5","102,1","106,3"
2014,"120,1","120,7","118,9","121,3","99,0","116,0"
2015,"123,0","122,9","124,4","126,0","101,1","120,0"
2016,"109,9","109,0","115,2","116,7","104,8","116,1"
2017,"128,7","129,2","127,1","127,8","98,7","124,5"
2018,"112,5","118,2","106,1","114,3","94,3","105,4"
"241001  Hannover,Landeshauptstadt",,,,,,
 ,,,,,,
2009,89308,72108,162202,122925,"1,8","37,9"
2010,97130,81479,178470,144243,"1,8","43,3"
