© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: November*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"86,1","83,6","100,0","96,5","116,2","92,5"
2011,"108,2","106,7","102,4","99,8","94,6","97,4"
2012,"95,0","92,0","118,7","115,6","124,9","96,6"
2013,"96,1","91,1","125,4","114,6","130,5","116,6"
2014,"91,7","89,1","97,6","91,9","106,5","88,2"
2015,"109,1","104,4","116,1","105,5","106,4","100,8"
2016,"107,6","100,8","111,6","101,5","103,8","89,0"
2017,"113,4","106,1","120,5","108,1","106,3","97,9"
2018,-,-,-,-,-,-
"103     Wolfsburg,Stadt          ",,,,,,
 ,,,,,,
2009,20517,17500,39700,32008,"1,9","38,2"
2010,20593,17211,40466,31424,"2,0","39,1"
2011,20417,17593,43934,36033,"2,2","40,2"
2012,18471,15808,40759,32636,"2,2","36,9"
2013,19082,15659,42602,33205,"2,2","37,4"
2014,27572,21879,45106,35123,"1,6","34,9"
2015,29099,23398,48523,38675,"1,7","37,3"
2016,29730,23164,47428,36596,"1,6","36,1"
2017,29536,23098,46654,35418,"1,6","35,6"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"12,2","15,5","6,9","15,6","-4,8","3,7"
2010,"0,4","-1,7","1,9","-1,8","1,6","2,3"
2011,"-0,9","2,2","8,6","14,7","9,5","2,7"
2012,"-9,5","-10,1","-7,2","-9,4","2,5","-8,3"
2013,"3,3","-0,9","4,5","1,7","1,2","1,5"
2014,"44,5","39,7","5,9","5,8","-26,7","-6,8"
2015,"5,5","6,9","7,6","10,1","1,9","6,9"
2016,"2,2","-1,0","-2,3","-5,4","-4,3","-3,1"
2017,"-0,7","-0,3","-1,6","-3,2","-1,0","-1,5"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"100,4","98,3","101,9","98,2","101,6","102,3"
2011,"99,5","100,5","110,7","112,6","111,2","105,0"
2012,"90,0","90,3","102,7","102,0","114,0","96,3"
2013,"93,0","89,5","107,3","103,7","115,4","97,8"
2014,"134,4","125,0","113,6","109,7","84,5","91,2"
2015,"141,8","133,7","122,2","120,8","86,2","97,4"
2016,"144,9","132,4","119,5","114,3","82,4","94,4"
2017,"144,0","132,0","117,5","110,7","81,6","93,0"
2018,-,-,-,-,-,-
151     Gifhorn                  ,,,,,,
 ,,,,,,
2009,9479,8395,23927,19926,"2,5","19,1"
2010,10595,9486,25118,21938,"2,4","21,6"
2011,11611,10047,32599,26853,"2,8","26,7"
2012,11837,10346,31133,26092,"2,6","25,9"
2013,12250,10451,32149,26487,"2,6","29,9"
2014,11738,10272,31994,26386,"2,7","31,6"
2015,12498,10819,32586,26640,"2,6","27,0"
2016,10696,9415,28581,23562,"2,7","24,1"
2017,11683,9716,27104,22585,"2,3","23,7"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"4,4","2,5","-2,9","-4,0","-7,0","-5,9"
2010,"11,8","13,0","5,0","10,1","-6,1","13,0"
2011,"9,6","5,9","29,8","22,4","18,4","23,7"
2012,"1,9","3,0","-4,5","-2,8","-6,3","-3,1"
2013,"3,5","1,0","3,3","1,5","-0,2","15,4"
2014,"-4,2","-1,7","-0,5","-0,4","3,9","5,7"
2015,"6,5","5,3","1,9","1,0","-4,3","-14,4"
2016,"-14,4","-13,0","-12,3","-11,6","2,5","-10,8"
2017,"9,2","3,2","-5,2","-4,1","-13,2","-1,8"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"111,8","113,0","105,0","110,1","93,9","113,0"
2011,"122,5","119,7","136,2","134,8","111,2","139,8"
2012,"124,9","123,2","130,1","130,9","104,2","135,4"
2013,"129,2","124,5","134,4","132,9","104,0","156,2"
2014,"123,8","122,4","133,7","132,4","108,0","165,1"
2015,"131,8","128,9","136,2","133,7","103,3","141,3"
2016,"112,8","112,2","119,5","118,2","105,9","126,0"
2017,"123,3","115,7","113,3","113,3","91,9","123,7"
2018,-,-,-,-,-,-
153     Goslar                   ,,,,,,
 ,,,,,,
2009,38962,35556,118391,110696,"3,0","18,3"
2010,40228,37168,119052,110976,"3,0","18,1"
2011,45317,40712,129972,119738,"2,9","20,2"
2012,43234,39987,128183,120459,"3,0","20,4"
2013,47291,42357,138370,127054,"2,9","21,8"
2014,45221,42624,133619,127747,"3,0","20,7"
2015,50706,44219,137514,124259,"2,7","21,1"
2016,44702,41565,134264,126839,"3,0","21,5"
2017,47322,40881,140549,127841,"3,0","23,1"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,2","-8,3","-1,1","-3,2","4,3","0,8"
2010,"3,2","4,5","0,6","0,3","-2,6","-1,4"
2011,"12,7","9,5","9,2","7,9","-3,1","11,7"
2012,"-4,6","-1,8","-1,4","0,6","3,4","1,4"
2013,"9,4","5,9","7,9","5,5","-1,3","6,4"
2014,"-4,4","0,6","-3,4","0,5","1,0","-4,8"
2015,"12,1","3,7","2,9","-2,7","-8,2","2,1"
2016,"-11,8","-6,0","-2,4","2,1","10,8","1,7"
2017,"5,9","-1,6","4,7","0,8","-1,1","7,4"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,2","104,5","100,6","100,3","97,4","98,6"
2011,"116,3","114,5","109,8","108,2","94,4","110,1"
2012,"111,0","112,5","108,3","108,8","97,6","111,6"
2013,"121,4","119,1","116,9","114,8","96,3","118,7"
2014,"116,1","119,9","112,9","115,4","97,2","113,0"
2015,"130,1","124,4","116,2","112,3","89,3","115,3"
2016,"114,7","116,9","113,4","114,6","98,8","117,3"
2017,"121,5","115,0","118,7","115,5","97,7","126,0"
2018,-,-,-,-,-,-
154     Helmstedt                ,,,,,,
 ,,,,,,
2009,8093,6945,14666,12339,"1,8","24,8"
2010,9015,8122,14903,12721,"1,7","25,2"
2011,8862,7795,14155,12388,"1,6","22,1"
2012,9453,8566,15133,13554,"1,6","25,0"
2013,9782,8478,16095,13571,"1,6","27,2"
2014,8412,6953,13731,11243,"1,6","26,5"
2015,8835,7126,14078,11274,"1,6","25,9"
2016,9291,7297,14563,11998,"1,6","25,9"
2017,9129,8022,14569,12790,"1,6","25,8"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-8,3","-12,1","-3,8","-12,0","4,9","4,3"
2010,"11,4","16,9","1,6","3,1","-8,8","1,8"
2011,"-1,7","-4,0","-5,0","-2,6","-3,4","-12,4"
2012,"6,7","9,9","6,9","9,4","0,2","13,2"
2013,"3,5","-1,0","6,4","0,1","2,8","8,7"
2014,"-14,0","-18,0","-14,7","-17,2","-0,8","-2,3"
2015,"5,0","2,5","2,5","0,3","-2,4","-2,3"
2016,"5,2","2,4","3,4","6,4","-1,6",-
2017,"-1,7","9,9",-,"6,6","1,8","-0,5"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"111,4","116,9","101,6","103,1","91,2","101,8"
2011,"109,5","112,2","96,5","100,4","88,1","89,1"
2012,"116,8","123,3","103,2","109,8","88,3","100,9"
2013,"120,9","122,1","109,7","110,0","90,8","109,7"
2014,"103,9","100,1","93,6","91,1","90,1","107,1"
2015,"109,2","102,6","96,0","91,4","87,9","104,7"
2016,"114,8","105,1","99,3","97,2","86,5","104,7"
2017,"112,8","115,5","99,3","103,7","88,1","104,1"
2018,-,-,-,-,-,-
155     Northeim                 ,,,,,,
 ,,,,,,
2009,12693,11874,40374,38836,"3,2","23,8"
2010,13138,12252,39495,37868,"3,0","23,2"
2011,13665,12831,39942,38201,"2,9","24,5"
2012,12548,11809,39164,37753,"3,1","24,8"
2013,11801,10969,37175,35399,"3,2","26,3"
2014,12150,11501,35804,34406,"2,9","23,5"
2015,10842,9953,32001,30426,"3,0","23,5"
2016,12133,11120,33856,31677,"2,8","24,8"
2017,12217,11357,34971,33069,"2,9","23,3"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,5","1,9","7,7","7,5","5,1","3,7"
2010,"3,5","3,2","-2,2","-2,5","-5,5","-2,4"
2011,"4,0","4,7","1,1","0,9","-2,8","5,5"
2012,"-8,2","-8,0","-1,9","-1,2","6,8","1,0"
2013,"-6,0","-7,1","-5,1","-6,2","0,9","6,4"
2014,"3,0","4,9","-3,7","-2,8","-6,5","-10,7"
2015,"-10,8","-13,5","-10,6","-11,6","0,2","-0,1"
2016,"11,9","11,7","5,8","4,1","-5,5","5,8"
2017,"0,7","2,1","3,3","4,4","2,6","-6,0"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,5","103,2","97,8","97,5","94,5","97,6"
2011,"107,7","108,1","98,9","98,4","91,9","103,0"
2012,"98,9","99,5","97,0","97,2","98,1","104,0"
2013,"93,0","92,4","92,1","91,1","99,0","110,6"
2014,"95,7","96,9","88,7","88,6","92,6","98,7"
2015,"85,4","83,8","79,3","78,3","92,8","98,6"
2016,"95,6","93,6","83,9","81,6","87,7","104,3"
2017,"96,2","95,6","86,6","85,2","90,0","98,0"
2018,-,-,-,-,-,-
157     Peine                    ,,,,,,
 ,,,,,,
2009,4886,4271,9499,8055,"1,9","31,3"
2010,4769,4116,9243,7835,"1,9","30,2"
2011,5927,5082,11782,10217,"2,0","39,2"
2012,5146,4326,8996,7633,"1,7","31,3"
2013,5709,4832,10416,8725,"1,8","37,2"
2014,5043,4309,8750,7553,"1,7","33,8"
2015,5328,4516,9725,7856,"1,8","37,1"
2016,4653,4162,8547,7572,"1,8","32,6"
2017,5341,4418,9153,7808,"1,7","34,2"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"31,1","32,8","33,0","35,3","1,4","-0,2"
2010,"-2,4","-3,6","-2,7","-2,7","-0,3","-3,5"
2011,"24,3","23,5","27,5","30,4","2,6","30,0"
2012,"-13,2","-14,9","-23,6","-25,3","-12,1","-20,2"
2013,"10,9","11,7","15,8","14,3","4,4","18,8"
2014,"-11,7","-10,8","-16,0","-13,4","-4,9","-9,1"
2015,"5,7","4,8","11,1","4,0","5,2","9,7"
2016,"-12,7","-7,8","-12,1","-3,6","0,6","-11,9"
2017,"14,8","6,2","7,1","3,1","-6,7","4,8"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"97,6","96,4","97,3","97,3","99,7","96,5"
2011,"121,3","119,0","124,0","126,8","102,2","125,5"
2012,"105,3","101,3","94,7","94,8","89,9","100,1"
2013,"116,8","113,1","109,7","108,3","93,8","118,9"
2014,"103,2","100,9","92,1","93,8","89,2","108,1"
2015,"109,0","105,7","102,4","97,5","93,9","118,6"
2016,"95,2","97,4","90,0","94,0","94,5","104,4"
2017,"109,3","103,4","96,4","96,9","88,1","109,4"
2018,-,-,-,-,-,-
158     Wolfenbüttel             ,,,,,,
 ,,,,,,
2009,4329,3858,8545,7605,"2,0","25,7"
2010,4288,3910,10663,9484,"2,5","24,5"
2011,5356,4865,12822,11125,"2,4","32,4"
2012,5029,4643,12113,10474,"2,4","29,9"
2013,4798,4365,11667,10211,"2,4","28,9"
2014,4699,4272,11990,10312,"2,6","32,9"
2015,4593,4004,11296,9099,"2,5","30,8"
2016,4194,3839,9942,8100,"2,4","29,1"
2017,4749,4388,11082,9576,"2,3","32,2"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"21,9","21,5","15,2","17,3","-5,5","-13,7"
2010,"-0,9","1,3","24,8","24,7","26,0","-4,5"
2011,"24,9","24,4","20,2","17,3","-3,7","31,8"
2012,"-6,1","-4,6","-5,5","-5,9","0,6","-7,7"
2013,"-4,6","-6,0","-3,7","-2,5","1,0","-3,2"
2014,"-2,1","-2,1","2,8","1,0","4,9","13,8"
2015,"-2,3","-6,3","-5,8","-11,8","-3,6","-6,2"
2016,"-8,7","-4,1","-12,0","-11,0","-3,6","-5,7"
2017,"13,2","14,3","11,5","18,2","-1,6","10,8"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"99,1","101,3","124,8","124,7","126,0","95,5"
2011,"123,7","126,1","150,1","146,3","121,3","125,9"
2012,"116,2","120,3","141,8","137,7","122,0","116,2"
2013,"110,8","113,1","136,5","134,3","123,2","112,5"
2014,"108,5","110,7","140,3","135,6","129,3","128,0"
2015,"106,1","103,8","132,2","119,6","124,6","120,0"
2016,"96,9","99,5","116,3","106,5","120,1","113,2"
2017,"109,7","113,7","129,7","125,9","118,2","125,4"
2018,-,-,-,-,-,-
159     Göttingen                ,,,,,,
 ,,,,,,
2009,44819,41376,101555,94762,"2,3","21,0"
2010,45279,41935,100519,93464,"2,2","23,5"
2011,48726,45454,103844,96097,"2,1","22,6"
2012,49393,46264,104240,97274,"2,1","24,0"
2013,50459,46499,109591,99232,"2,2","24,7"
2014,50804,47107,114744,104622,"2,3","27,2"
2015,51370,46863,119016,106627,"2,3","27,7"
2016,55146,50681,121062,110503,"2,2","28,5"
2017,56700,51561,123080,110759,"2,2","29,2"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"1,6","0,3","3,6","3,1","2,0","3,9"
2010,"1,0","1,4","-1,0","-1,4","-2,0","11,7"
2011,"7,6","8,4","3,3","2,8","-4,0","-3,5"
2012,"1,4","1,8","0,4","1,2","-1,0","6,1"
2013,"2,2","0,5","5,1","2,0","2,9","3,0"
2014,"0,7","1,3","4,7","5,4","4,0","9,8"
2015,"1,1","-0,5","3,7","1,9","2,6","2,0"
2016,"7,4","8,1","1,7","3,6","-5,2","2,8"
2017,"2,8","1,7","1,7","0,2","-1,1","2,6"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"101,0","101,4","99,0","98,6","98,0","111,7"
2011,"108,7","109,9","102,3","101,4","94,1","107,8"
2012,"110,2","111,8","102,6","102,7","93,1","114,3"
2013,"112,6","112,4","107,9","104,7","95,9","117,8"
2014,"113,4","113,9","113,0","110,4","99,7","129,3"
2015,"114,6","113,3","117,2","112,5","102,2","131,9"
2016,"123,0","122,5","119,2","116,6","96,9","135,6"
2017,"126,5","124,6","121,2","116,9","95,8","139,1"
2018,-,-,-,-,-,-
2       Hannover                 ,,,,,,
 ,,,,,,
2009,233795,196571,525316,445762,"2,2","30,7"
2010,243922,207924,529094,460144,"2,2","30,2"
2011,276349,226227,612428,504914,"2,2","34,3"
2012,252324,213642,548051,472909,"2,2","31,1"
2013,270033,224052,602434,506156,"2,2","33,8"
2014,252354,212991,562202,481968,"2,2","31,7"
2015,282119,231948,633914,525839,"2,2","34,7"
2016,269261,227443,578195,489691,"2,1","32,8"
2017,289591,237167,632943,520317,"2,2","34,7"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,7","5,2","8,3","5,3","0,5","7,6"
2010,"4,3","5,8","0,7","3,2","-3,5","-1,4"
2011,"13,3","8,8","15,8","9,7","2,2","13,5"
2012,"-8,7","-5,6","-10,5","-6,3","-2,0","-9,3"
2013,"7,0","4,9","9,9","7,0","2,7","8,7"
2014,"-6,5","-4,9","-6,7","-4,8","-0,1","-6,1"
2015,"11,8","8,9","12,8","9,1","0,9","9,4"
2016,"-4,6","-1,9","-8,8","-6,9","-4,4","-5,6"
2017,"7,6","4,3","9,5","6,3","1,8","6,0"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,3","105,8","100,7","103,2","96,5","98,6"
2011,"118,2","115,1","116,6","113,3","98,6","111,9"
2012,"107,9","108,7","104,3","106,1","96,7","101,5"
2013,"115,5","114,0","114,7","113,5","99,3","110,3"
2014,"107,9","108,4","107,0","108,1","99,2","103,5"
2015,"120,7","118,0","120,7","118,0","100,0","113,2"
2016,"115,2","115,7","110,1","109,9","95,6","106,9"
2017,"123,9","120,7","120,5","116,7","97,3","113,3"
2018,-,-,-,-,-,-
"241     Hannover,Region          ",,,,,,
 ,,,,,,
2009,163590,133203,304521,240058,"1,9","33,9"
2010,172786,142321,309580,251858,"1,8","33,5"
2011,190791,150330,359747,275067,"1,9","38,7"
2012,174002,142583,306757,247635,"1,8","33,9"
2013,183150,147321,346569,272064,"1,9","39,3"
2014,173648,142206,316400,254652,"1,8","34,1"
2015,194815,155007,367269,284828,"1,9","40,1"
2016,184233,150754,327589,258635,"1,8","36,3"
2017,197781,156634,369960,283626,"1,9","40,3"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,9","4,6","11,0","6,8","2,9","9,0"
2010,"5,6","6,8","1,7","4,9","-3,7","-1,1"
2011,"10,4","5,6","16,2","9,2","5,2","15,7"
2012,"-8,8","-5,2","-14,7","-10,0","-6,5","-12,6"
2013,"5,3","3,3","13,0","9,9","7,3","16,2"
2014,"-5,2","-3,5","-8,7","-6,4","-3,7","-13,4"
2015,"12,2","9,0","16,1","11,8","3,5","17,9"
2016,"-5,4","-2,7","-10,8","-9,2","-5,7","-9,5"
2017,"7,4","3,9","12,9","9,7","5,2","11,0"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"105,6","106,8","101,7","104,9","96,3","98,9"
2011,"116,6","112,9","118,1","114,6","101,3","114,4"
2012,"106,4","107,0","100,7","103,2","94,7","100,0"
2013,"112,0","110,6","113,8","113,3","101,7","116,2"
2014,"106,1","106,8","103,9","106,1","97,9","100,6"
2015,"119,1","116,4","120,6","118,6","101,3","118,6"
2016,"112,6","113,2","107,6","107,7","95,5","107,3"
2017,"120,9","117,6","121,5","118,1","100,5","119,1"
2018,-,-,-,-,-,-
"241001  Hannover,Landeshauptstadt",,,,,,
 ,,,,,,
2009,104559,83947,182515,138065,"1,7","46,0"
2010,110418,90917,189019,151054,"1,7","46,0"
2011,120681,94422,213841,157714,"1,8","51,4"
2012,112946,91724,186235,146459,"1,6","45,5"
2013,114969,91869,200655,153512,"1,7","50,5"
2014,112662,91398,188882,147187,"1,7","47,0"
2015,127399,100240,220602,165595,"1,7","52,5"
2016,118941,97051,196734,152619,"1,7","48,8"
2017,125679,98777,211389,157534,"1,7","50,3"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,2","3,7","7,4","3,3","0,1","10,8"
2010,"5,6","8,3","3,6","9,4","-1,9","-0,1"
2011,"9,3","3,9","13,1","4,4","3,5","11,7"
